id,race,clothes,drink,boots,accessories,glasses
519,Bear,Skin,Vodka,Sandals with socks,Balaclava,Love
520,Bear,Bikini,Whiskey,,The Ushanka,Black
521,Bear,Hoodie,Beer,Slippers,Scar,Neo
522,Bear,Hoodie,Vodka,The Lapti,,
523,Bear,Military,Beer,Felt boots,Scar,Love
524,Bear,Bathrobe,Whiskey,Adidas,,
525,Bear,Vest,Whiskey,The Lapti,,
526,Bear,Worker,Vodka,Slippers,The Ushanka,
527,Bear,Hoodie,Vodka,Felt boots,Balaclava,Neo
528,Bear,Hoodie,Whiskey,Slippers,Golden chains,Party
529,Bear,Medical uniform,Whiskey,,Balaclava,Love
530,Bear,Skin,Vodka,Slippers,,
531,Bear,Hoodie,Vodka,,Scar,Neo
532,Bear,Skin,Beer,Felt boots,Golden chains,
533,Bear,Worker,Vodka,Sandals with socks,,
534,Bear,Sleeveless shirt,Vodka,The Lapti,Scar,
535,Bear,Medical uniform,Beer,Sandals with socks,The Ushanka,Black
536,Bear,Medical uniform,Beer,The Lapti,Golden chains,
537,Bear,Bathrobe,Vodka,Sandals with socks,The Ushanka,
538,Bear,Vest,Beer,Adidas,,Black
539,Bear,Military,Vodka,Slippers,,Love
540,Bear,Costume,Vine,Slippers,Scar,
541,Bear,Hoodie,Vine,,,
542,Bear,Shirt with tie,Vodka,The Lapti,Golden chains,Neo
543,Bear,Sleeveless shirt,Everclear,,,
544,Bear,Vest,Beer,Felt boots,,
545,Bear,Fur coat,Vodka,Army boots,The Ushanka,
546,Bear,Shirt with tie,Beer,Slippers,,
547,Bear,Hoodie,Tincture,Army boots,,
548,Bear,Sleeveless shirt,Vodka,,,
549,Bear,Fur coat,Vodka,Felt boots,,
550,Bear,Skin,Vodka,Adidas,,Kurt Cobain
551,Bear,Skin,Whiskey,Army boots,Balaclava,
552,Bear,Vest,Vodka,Army boots,,
553,Bear,Costume,Beer,Slippers,Balaclava,
554,Bear,Worker,Vodka,Army boots,,Black
555,Bear,Fur coat,Vodka,The Lapti,,
556,Bear,Shirt with tie,Vodka,,,
557,Bear,Military,Vodka,Army boots,,Party
558,Bear,Bathrobe,Tincture,Adidas,,
559,Bear,Vest,Vodka,Army boots,Balaclava,Neo
560,Bear,Military,Beer,Slippers,Balaclava,
561,Bear,Sleeveless shirt,Vodka,The Lapti,Golden chains,Love
562,Bear,Medical uniform,Tincture,Felt boots,Balaclava,
563,Bear,Costume,Beer,,Scar,Love
564,Bear,Medical uniform,Vodka,Army boots,,Neo
565,Bear,Shirt with tie,Vodka,,Balaclava,Neo
566,Bear,Hoodie,Whiskey,The Lapti,Scar,
567,Bear,Fur coat,Vodka,Felt boots,,Love
568,Bear,Hoodie,Vodka,The Lapti,,
569,Bear,Fur coat,Beer,Slippers,The Ushanka,
570,Bear,Shirt with tie,Beer,Sandals with socks,,Black
571,Bear,Shirt with tie,Whiskey,Felt boots,,Party
572,Bear,Medical uniform,Whiskey,Felt boots,,
573,Bear,Bathrobe,Beer,Army boots,,
574,Bear,Bathrobe,Vodka,The Lapti,,
575,Bear,Atomic suit,Vodka,,The Ushanka,
576,Bear,Sleeveless shirt,Vodka,Slippers,Golden chains,
577,Bear,Sleeveless shirt,Moonshine,Army boots,Balaclava,
578,Bear,Bathrobe,Vodka,Army boots,,Love
579,Bear,Sleeveless shirt,Beer,Slippers,The Ushanka,
580,Bear,Skin,Vodka,Army boots,The Ushanka,
581,Bear,Vest,Vodka,Slippers,,
582,Bear,Shirt with tie,Vodka,,,Party
583,Bear,Hoodie,Whiskey,Felt boots,,
584,Bear,Bathrobe,Vodka,Slippers,,
585,Bear,Military,Beer,Felt boots,,
586,Bear,Costume,Beer,Adidas,The Ushanka,
587,Bear,Bathrobe,Vodka,Slippers,Golden chains,
588,Bear,Costume,Vodka,The Lapti,Golden chains,
589,Bear,Shirt with tie,Whiskey,Adidas,,
590,Bear,Bathrobe,Whiskey,Slippers,Golden chains,Party
591,Bear,Costume,Vodka,Army boots,Balaclava,
592,Bear,Military,Vodka,Sandals with socks,,
593,Bear,Skin,Vodka,Slippers,,Love
594,Bear,Costume,Vodka,The Lapti,Balaclava,
595,Bear,Vest,Vodka,Army boots,,Neo
596,Bear,Medical uniform,Vodka,The Lapti,Balaclava,Love
597,Bear,Military,Vine,,,
598,Bear,Worker,Whiskey,The Lapti,The Ushanka,
599,Bear,Medical uniform,Beer,Adidas,Golden chains,
600,Bear,Skin,Vine,Felt boots,The Ushanka,
601,Bear,Medical uniform,Vodka,Felt boots,,Love
602,Bear,Fur coat,Whiskey,,,Party
603,Bear,Medical uniform,Vodka,The Lapti,,
604,Bear,Medical uniform,Vodka,Sandals with socks,Balaclava,Black
605,Bear,Hoodie,Tincture,Army boots,,Black
606,Bear,Medical uniform,Tincture,Slippers,The Ushanka,
607,Bear,Military,Vodka,Army boots,Scar,
608,Bear,Vest,Vodka,Slippers,,
609,Bear,Fur coat,Beer,,The Ushanka,
610,Bear,Skin,Vodka,,,
611,Bear,Skin,Vodka,,,Neo
612,Bear,Shirt with tie,Vodka,,,
613,Bear,Vest,Whiskey,Slippers,,
614,Bear,Sleeveless shirt,Vine,Slippers,,
615,Bear,Skin,Vodka,Felt boots,,
616,Bear,Fur coat,Beer,Sandals with socks,Balaclava,Love
617,Bear,Military,Beer,Slippers,Balaclava,
618,Bear,Hoodie,Vodka,Sandals with socks,,
619,Bear,Costume,Vodka,The Lapti,The Ushanka,
620,Bear,Skin,Vodka,Army boots,,
621,Bear,Medical uniform,Vodka,Army boots,Golden chains,Black
622,Bear,Shirt with tie,Beer,Army boots,Scar,Neo
623,Bear,Vest,Vodka,Slippers,,Kurt Cobain
624,Bear,Sleeveless shirt,Tincture,Felt boots,Scar,
625,Bear,Hoodie,Vodka,Army boots,Balaclava,Party
626,Bear,Fur coat,Tincture,,,Love
627,Bear,Military,Vodka,Slippers,,Neo
628,Bear,Costume,Vodka,The Lapti,The Ushanka,
629,Bear,Hoodie,Whiskey,Slippers,,
630,Bear,Skin,Vodka,Slippers,Balaclava,
631,Bear,Vest,Vodka,Slippers,Golden chains,
632,Bear,Military,Vodka,Army boots,,
633,Bear,Skin,Vodka,Army boots,Balaclava,
634,Bear,Costume,Beer,The Lapti,,
635,Bear,Military,Vodka,Felt boots,Balaclava,
636,Bear,Vest,Vodka,Felt boots,,
637,Bear,Skin,Absinthe,The Lapti,,
638,Bear,Fur coat,Beer,Sandals with socks,,Love
639,Bear,Bathrobe,Vodka,Army boots,Golden chains,
640,Bear,Medical uniform,Beer,Felt boots,,
641,Bear,Sleeveless shirt,Vodka,Slippers,Scar,Kurt Cobain
642,Bear,Bathrobe,Vodka,Slippers,,Black
643,Bear,Shirt with tie,Vine,Army boots,The Ushanka,
644,Bear,Bathrobe,Vodka,Slippers,Balaclava,
645,Bear,Bathrobe,Vodka,Sandals with socks,,Love
646,Bear,Fur coat,Vodka,Felt boots,Balaclava,
647,Bear,Skin,Tincture,The Lapti,The Ushanka,
648,Bear,Vest,Beer,Sandals with socks,,
649,Bear,Fur coat,Vodka,Slippers,Scar,
650,Bear,Worker,Whiskey,The Lapti,Scar,
651,Bear,Bathrobe,Vine,Sandals with socks,Golden chains,
652,Bear,Worker,Whiskey,,,Neo
653,Bear,Military,Vodka,Felt boots,,Love
654,Bear,Hoodie,Vodka,Adidas,Golden chains,
655,Bear,Sleeveless shirt,Vodka,Adidas,Balaclava,Party
656,Bear,Astronaut,Tincture,The Lapti,,
657,Bear,Shirt with tie,Vodka,Felt boots,The Ushanka,
658,Bear,Fur coat,Vodka,Felt boots,,
659,Bear,Costume,Vodka,Felt boots,,
660,Bear,Vest,Vodka,Sandals with socks,,
661,Bear,Fur coat,Vine,,,
662,Bear,Fur coat,Beer,The Lapti,Scar,Love
663,Bear,Worker,Vodka,The Lapti,,
664,Bear,Bikini,Beer,Army boots,Balaclava,
665,Bear,Shirt with tie,Vodka,The Lapti,,Party
666,Bear,Vest,Vodka,,Golden chains,Black
667,Bear,Worker,Tincture,Sandals with socks,Golden chains,
668,Bear,Medical uniform,Vodka,,Balaclava,
669,Bear,Bathrobe,Vodka,,Golden chains,Party
670,Bear,Sleeveless shirt,Vodka,,,
671,Bear,Medical uniform,Vodka,,The Ushanka,
672,Bear,Medical uniform,Vodka,The Lapti,,
673,Bear,Bathrobe,Beer,Army boots,The Ushanka,Love
674,Bear,Skin,Beer,Felt boots,Balaclava,Love
675,Bear,Sleeveless shirt,Vodka,,,
676,Bear,Shirt with tie,Beer,Sandals with socks,Golden chains,Love
677,Bear,Fur coat,Vodka,Slippers,Scar,
678,Bear,Shirt with tie,Beer,Slippers,,
679,Bear,Costume,Beer,Felt boots,Golden chains,Party
680,Bear,Sleeveless shirt,Beer,Army boots,Scar,
681,Bear,Worker,Vodka,,,Black
682,Bear,Skin,Vodka,Army boots,The Ushanka,Love
683,Bear,Worker,Beer,,Scar,Kurt Cobain
684,Bear,Vest,Vodka,Sandals with socks,Scar,
685,Bear,Sleeveless shirt,Beer,The Lapti,,
686,Bear,Bathrobe,Beer,Army boots,,
687,Bear,Hoodie,Beer,Felt boots,Golden chains,Neo
688,Bear,Medical uniform,Vodka,The Lapti,,Love
689,Bear,Sleeveless shirt,Vodka,The Lapti,Scar,Black
690,Bear,Shirt with tie,Vodka,Slippers,Balaclava,Party
691,Bear,Shirt with tie,Vodka,The Lapti,Golden chains,
692,Bear,Sleeveless shirt,Beer,The Lapti,,Party
693,Bear,Worker,Vodka,,The Ushanka,Black
694,Bear,Bikini,Vine,,The Ushanka,Party
695,Bear,Bathrobe,Vodka,Sandals with socks,The Ushanka,
696,Bear,Sleeveless shirt,Vodka,Army boots,,Neo
697,Bear,Costume,Vodka,Slippers,,
698,Bear,Bikini,Beer,The Lapti,Balaclava,
699,Bear,Bathrobe,Vodka,Slippers,,Kurt Cobain
700,Bear,Fur coat,Vodka,,,Party
701,Bear,Bathrobe,Vodka,Slippers,,Kurt Cobain
702,Bear,Bathrobe,Vodka,The Lapti,Balaclava,Kurt Cobain
703,Bear,Sleeveless shirt,Tincture,,Scar,
704,Bear,Military,Beer,Army boots,Balaclava,Kurt Cobain
705,Bear,Bathrobe,Vodka,,,
706,Bear,Medical uniform,Tincture,The Lapti,,
707,Bear,Bathrobe,Vodka,Army boots,,
708,Bear,Sleeveless shirt,Vodka,The Lapti,Golden chains,
709,Bear,Bathrobe,Whiskey,,Golden chains,
710,Bear,Military,Beer,Sandals with socks,The Ushanka,
711,Bear,Bikini,Beer,,The Ushanka,
712,Bear,Skin,Vodka,Slippers,,
713,Bear,Bathrobe,Beer,Army boots,Scar,Neo
714,Bear,Costume,Vodka,Sandals with socks,,
715,Bear,Sleeveless shirt,Beer,Slippers,,
716,Bear,Shirt with tie,Vodka,Felt boots,The Ushanka,Kurt Cobain
717,Bear,Vest,Vodka,Felt boots,The Ushanka,
718,Bear,Bikini,Moonshine,Felt boots,,
719,Bear,Military,Whiskey,Army boots,,
720,Bear,Skin,Vodka,Army boots,Balaclava,Love
721,Bear,Skin,Beer,The Lapti,Golden chains,Kurt Cobain
722,Bear,Hoodie,Beer,The Lapti,Balaclava,
723,Bear,Medical uniform,Whiskey,,,
724,Bear,Worker,Vodka,Army boots,,Black
725,Bear,Sleeveless shirt,Vodka,Army boots,Scar,Black
726,Bear,Shirt with tie,Tincture,Adidas,,Kurt Cobain
727,Bear,Military,Whiskey,Slippers,,Black
728,Bear,Fur coat,Vodka,Slippers,The Ushanka,
729,Bear,Bathrobe,Beer,,,Love
730,Bear,Costume,Vodka,Army boots,,Black
731,Bear,Hoodie,Whiskey,,The Ushanka,
732,Bear,Worker,Whiskey,The Lapti,The Ushanka,
733,Bear,Costume,Absinthe,Felt boots,Balaclava,
734,Bear,Bathrobe,Vodka,,Golden chains,
735,Bear,Military,Vodka,The Lapti,,
736,Bear,Fur coat,Whiskey,Adidas,Scar,Kurt Cobain
737,Bear,Bathrobe,Vodka,Felt boots,Golden chains,Love
738,Bear,Shirt with tie,Beer,Slippers,Golden chains,
739,Bear,Fur coat,Tincture,Army boots,Scar,
740,Bear,Hoodie,Beer,The Lapti,,Love
741,Bear,Skin,Beer,Adidas,,Kurt Cobain
742,Bear,Costume,Vodka,The Lapti,Scar,
743,Bear,Hoodie,Vodka,Felt boots,Scar,Kurt Cobain
744,Bear,Costume,Beer,,,Neo
745,Bear,Skin,Vodka,Sandals with socks,,
746,Bear,Skin,Vodka,Slippers,,
747,Bear,Medical uniform,Beer,Slippers,The Ushanka,
748,Bear,Costume,Beer,Felt boots,,
749,Bear,Hoodie,Vodka,Felt boots,Golden chains,
750,Bear,Vest,Vodka,Slippers,Balaclava,Love
751,Bear,Worker,Vodka,The Lapti,Golden chains,
752,Bear,Hoodie,Beer,The Lapti,Golden chains,Neo
753,Bear,Bathrobe,Vodka,Felt boots,,
754,Bear,Bathrobe,Beer,The Lapti,Golden chains,
755,Bear,Bathrobe,Vodka,Army boots,,
756,Bear,Sleeveless shirt,Vodka,Sandals with socks,Balaclava,
757,Bear,Sleeveless shirt,Vodka,Army boots,,
758,Bear,Skin,Whiskey,The Lapti,,Black
759,Bear,Fur coat,Vodka,,,
760,Bear,Hoodie,Vodka,Army boots,Golden chains,
761,Bear,Vest,Vodka,Army boots,,
762,Bear,Skin,Vodka,Army boots,Balaclava,
763,Bear,Bathrobe,Vodka,Sandals with socks,Golden chains,
764,Bear,Fur coat,Vodka,Slippers,Scar,
765,Bear,Fur coat,Vine,The Lapti,Balaclava,
766,Bear,Worker,Vodka,,Scar,
767,Bear,Sleeveless shirt,Vine,,,
768,Bear,Shirt with tie,Vodka,Slippers,Scar,Love
769,Bear,Military,Vodka,Army boots,,Black
770,Bear,Military,Vodka,Army boots,,
771,Bear,Bathrobe,Vine,The Lapti,,
772,Bear,Bikini,Whiskey,Sandals with socks,,
773,Bear,Sleeveless shirt,Vodka,,,
774,Bear,Fur coat,Whiskey,Slippers,Golden chains,
775,Bear,Medical uniform,Vodka,Felt boots,Scar,Kurt Cobain
776,Bear,Fur coat,Vodka,,Balaclava,Neo
777,Bear,Sleeveless shirt,Beer,The Lapti,,
778,Bear,Medical uniform,Vodka,Slippers,,
779,Bear,Vest,Vodka,Slippers,The Ushanka,Black
780,Bear,Costume,Absinthe,,,Black
781,Bear,Vest,Beer,,Balaclava,Love
782,Bear,Worker,Vine,,The Ushanka,
783,Bear,Worker,Vodka,,,
784,Bear,Hoodie,Vodka,Army boots,,
785,Bear,Vest,Whiskey,The Lapti,Golden chains,
786,Bear,Fur coat,Vodka,The Lapti,Golden chains,
787,Bear,Bathrobe,Vodka,The Lapti,,
788,Bear,Medical uniform,Vodka,Sandals with socks,Scar,
789,Bear,Fur coat,Vodka,The Lapti,,
790,Bear,Fur coat,Whiskey,Army boots,Balaclava,Neo
791,Bear,Fur coat,Vodka,Felt boots,,Love
792,Bear,Sleeveless shirt,Whiskey,Adidas,,Kurt Cobain
793,Bear,Hoodie,Beer,Adidas,Golden chains,
794,Skelet,,Beer,The Lapti,,
795,Bear,Medical uniform,Vodka,,,
796,Bear,Costume,Vodka,Felt boots,,
797,Bear,Shirt with tie,Beer,Slippers,Balaclava,
798,Bear,Medical uniform,Whiskey,,The Ushanka,Neo
799,Bear,Sleeveless shirt,Beer,,,
800,Bear,Sleeveless shirt,Beer,Slippers,The Ushanka,Party
801,Bear,Worker,Vodka,Felt boots,Balaclava,
802,Bear,Shirt with tie,Vodka,Felt boots,,
803,Bear,Sleeveless shirt,Beer,Adidas,,Love
804,Bear,Worker,Vodka,Felt boots,The Ushanka,
805,Bear,Vest,Vodka,,Scar,Kurt Cobain
806,Bear,Costume,Vodka,Felt boots,,Neo
807,Bear,Costume,Moonshine,Sandals with socks,Golden chains,
808,Bear,Sleeveless shirt,Vodka,Slippers,,
809,Bear,Bathrobe,Vodka,Army boots,Balaclava,Party
810,Bear,Shirt with tie,Vodka,Slippers,,Kurt Cobain
811,Bear,Sleeveless shirt,Vodka,Army boots,,
812,Bear,Fur coat,Beer,,The Ushanka,Neo
813,Bear,Shirt with tie,Vodka,,Scar,Black
814,Bear,Fur coat,Beer,Felt boots,,Black
815,Bear,Medical uniform,Vodka,Slippers,Scar,
816,Bear,Hoodie,Beer,Army boots,,
817,Bear,Bikini,Vodka,Slippers,,
818,Bear,Vest,Beer,,The Ushanka,
819,Bear,Vest,Beer,Army boots,Scar,
820,Bear,Hoodie,Vodka,Slippers,,Neo
821,Bear,Costume,Beer,The Lapti,,Party
822,Bear,Medical uniform,Moonshine,Adidas,,Neo
823,Bear,Bikini,Vodka,Slippers,The Ushanka,Black
824,Bear,Costume,Vodka,,Scar,
825,Bear,Skin,Whiskey,Army boots,Scar,
826,Bear,Costume,Whiskey,Army boots,,Party
827,Bear,Worker,Vodka,,,
828,Bear,Military,Vodka,,,Party
829,Bear,Sleeveless shirt,Vodka,Slippers,,Party
830,Bear,Bathrobe,Vine,The Lapti,,Love
831,Bear,Military,Beer,Sandals with socks,The Ushanka,
832,Bear,Bikini,Whiskey,Felt boots,Scar,Black
833,Bear,Medical uniform,Vodka,Slippers,Scar,Black
834,Bear,Military,Whiskey,The Lapti,Scar,
835,Bear,Bikini,Whiskey,Felt boots,,
836,Bear,Skin,Tincture,The Lapti,Balaclava,
837,Bear,Worker,Vodka,Army boots,,
838,Bear,Bathrobe,Tincture,The Lapti,Balaclava,
839,Bear,Skin,Vodka,Slippers,Golden chains,Kurt Cobain
840,Bear,Medical uniform,Beer,Felt boots,Balaclava,
841,Bear,Costume,Vodka,Sandals with socks,Scar,Kurt Cobain
842,Bear,Vest,Beer,Slippers,Golden chains,Neo
843,Bear,Vest,Vodka,The Lapti,Balaclava,Black
844,Bear,Sleeveless shirt,Vodka,Slippers,,Love
845,Bear,Skin,Whiskey,Army boots,Scar,
846,Bear,Bathrobe,Whiskey,Slippers,,
847,Bear,Fur coat,Vodka,Army boots,Scar,Neo
848,Bear,Shirt with tie,Beer,Slippers,,
849,Bear,Shirt with tie,Beer,Adidas,,
850,Bear,Worker,Vodka,Army boots,,Party
851,Bear,Shirt with tie,Vodka,Army boots,,Black
852,Bear,Shirt with tie,Vodka,The Lapti,,
853,Bear,Medical uniform,Beer,The Lapti,,
854,Bear,Shirt with tie,Beer,The Lapti,Balaclava,
855,Bear,Military,Beer,Sandals with socks,The Ushanka,
856,Bear,Medical uniform,Beer,,Balaclava,
857,Bear,Sleeveless shirt,Whiskey,The Lapti,,
858,Bear,Astronaut,Vodka,The Lapti,Golden chains,Party
859,Bear,Military,Vodka,Felt boots,Balaclava,Party
860,Bear,Costume,Beer,Felt boots,,Kurt Cobain
861,Bear,Vest,Tincture,,Balaclava,Party
862,Bear,Shirt with tie,Tincture,,Golden chains,
863,Bear,Skin,Tincture,The Lapti,,
864,Bear,Worker,Vodka,,,Kurt Cobain
865,Bear,Sleeveless shirt,Vodka,Slippers,,
866,Bear,Costume,Beer,Army boots,,
867,Bear,Vest,Beer,,,
868,Bear,Bathrobe,Moonshine,The Lapti,Golden chains,Party
869,Bear,Vest,Tincture,Slippers,,Party
870,Bear,Hoodie,Vodka,The Lapti,Balaclava,Kurt Cobain
871,Bear,Worker,Beer,Sandals with socks,Balaclava,Party
872,Bear,Astronaut,Vodka,Adidas,,
873,Bear,Military,Vodka,,,
874,Bear,Sleeveless shirt,Beer,,,
875,Bear,Bikini,Vodka,Sandals with socks,,Kurt Cobain
876,Bear,Military,Beer,Slippers,,
877,Bear,Medical uniform,Vodka,Felt boots,,
878,Bear,Bathrobe,Vodka,Army boots,,
879,Bear,Skin,Tincture,The Lapti,Scar,
880,Bear,Vest,Beer,Felt boots,Scar,
881,Bear,Fur coat,Beer,The Lapti,,Love
882,Bear,Costume,Vodka,Felt boots,,
883,Bear,Worker,Vodka,,,
884,Bear,Medical uniform,Whiskey,,Balaclava,
885,Bear,Costume,Vodka,The Lapti,,Party
886,Bear,Sleeveless shirt,Beer,Army boots,Scar,Kurt Cobain
887,Bear,Hoodie,Vodka,Slippers,,
888,Bear,Vest,Whiskey,,,
889,Bear,Fur coat,Vine,Slippers,Balaclava,
890,Bear,Military,Tincture,Slippers,,Black
891,Bear,Costume,Vodka,Felt boots,,Black
892,Bear,Costume,Tincture,Felt boots,,
893,Bear,Shirt with tie,Vodka,Felt boots,Golden chains,
894,Bear,Worker,Beer,,Scar,Party
895,Bear,Worker,Vodka,,Scar,Love
896,Bear,Bikini,Vodka,Sandals with socks,,
897,Bear,Hoodie,Vodka,Sandals with socks,Balaclava,Black
898,Bear,Military,Vine,Felt boots,,
899,Bear,Bikini,Beer,,Balaclava,
900,Bear,Military,Vodka,Army boots,,
901,Bear,Military,Vodka,Felt boots,The Ushanka,Black
902,Bear,Military,Absinthe,The Lapti,Scar,
903,Bear,Medical uniform,Vodka,Felt boots,Balaclava,Kurt Cobain
904,Bear,Bathrobe,Whiskey,Slippers,Balaclava,
905,Bear,Bathrobe,Whiskey,Army boots,Balaclava,
906,Bear,Medical uniform,Beer,The Lapti,,
907,Bear,Worker,Vodka,Army boots,,Kurt Cobain
908,Bear,Skin,Vodka,,Golden chains,
909,Bear,Vest,Whiskey,Sandals with socks,,Kurt Cobain
910,Bear,Sleeveless shirt,Vodka,,The Ushanka,
911,Bear,Military,Vodka,Army boots,,Love
912,Bear,Skin,Vodka,The Lapti,,
913,Bear,Shirt with tie,Vodka,Slippers,,
914,Bear,Vest,Tincture,Felt boots,Golden chains,Party
915,Bear,Fur coat,Whiskey,Felt boots,,
916,Bear,Fur coat,Vine,The Lapti,Golden chains,
917,Bear,Fur coat,Vodka,Sandals with socks,,
918,Bear,Sleeveless shirt,Vodka,The Lapti,,
919,Bear,Sleeveless shirt,Whiskey,Sandals with socks,,
920,Bear,Bathrobe,Beer,,,
921,Bear,Medical uniform,Vodka,,,
922,Bear,Medical uniform,Whiskey,Army boots,The Ushanka,
923,Bear,Shirt with tie,Beer,Slippers,The Ushanka,
924,Bear,Vest,Beer,Army boots,The Ushanka,Party
925,Bear,Fur coat,Whiskey,Adidas,,
926,Bear,Skin,Beer,The Lapti,,Party
927,Bear,Vest,Vodka,Felt boots,Scar,
928,Bear,Sleeveless shirt,Beer,,Scar,
929,Bear,Sleeveless shirt,Vodka,,,Kurt Cobain
930,Bear,Hoodie,Vodka,Adidas,,
931,Bear,Fur coat,Whiskey,Sandals with socks,,
932,Bear,Fur coat,Vodka,,,
933,Bear,Military,Vodka,Slippers,,Party
934,Bear,Sleeveless shirt,Beer,Felt boots,,
935,Bear,Bathrobe,Vine,Slippers,,
936,Bear,Worker,Absinthe,The Lapti,,Neo
937,Bear,Vest,Vodka,Army boots,,
938,Bear,Skin,Vodka,The Lapti,,
939,Bear,Sleeveless shirt,Whiskey,,Scar,
940,Bear,Medical uniform,Vodka,Adidas,Balaclava,
941,Bear,Bathrobe,Beer,Felt boots,Scar,
942,Bear,Fur coat,Vodka,Army boots,Scar,
943,Bear,Costume,Whiskey,,,
944,Bear,Sleeveless shirt,Vodka,Felt boots,,
945,Bear,Sleeveless shirt,Vodka,Army boots,,Party
946,Bear,Military,Vodka,Adidas,Balaclava,
947,Bear,Military,Vodka,The Lapti,,
948,Bear,Fur coat,Vodka,,Scar,
949,Bear,Costume,Beer,,,Kurt Cobain
950,Bear,Military,Vodka,,Scar,
951,Bear,Costume,Vodka,Army boots,Golden chains,
952,Bear,Fur coat,Whiskey,The Lapti,,
953,Bear,Worker,Tincture,,Golden chains,Black
954,Bear,Military,Vodka,Army boots,,
955,Bear,Military,Beer,Army boots,Golden chains,
956,Bear,Sleeveless shirt,Vodka,Sandals with socks,,
957,Bear,Vest,Vodka,Slippers,The Ushanka,
958,Bear,Vest,Beer,The Lapti,,
959,Bear,Shirt with tie,Vodka,Felt boots,,
960,Bear,Medical uniform,Vodka,Sandals with socks,Scar,
961,Bear,Hoodie,Vodka,Adidas,,
962,Skelet,,Beer,Adidas,The Ushanka,
963,Bear,Fur coat,Vodka,Army boots,,
964,Bear,Military,Vodka,Felt boots,,
965,Bear,Hoodie,Vodka,Army boots,Golden chains,
966,Bear,Medical uniform,Vodka,Felt boots,,Kurt Cobain
967,Bear,Shirt with tie,Vine,Felt boots,The Ushanka,Party
968,Bear,Hoodie,Vodka,,,
969,Bear,Hoodie,Whiskey,,,
970,Bear,Shirt with tie,Vodka,,,
971,Bear,Costume,Beer,Army boots,,Black
972,Bear,Shirt with tie,Tincture,Felt boots,Golden chains,Love
973,Bear,Hoodie,Vine,Sandals with socks,,Kurt Cobain
974,Bear,Shirt with tie,Whiskey,The Lapti,,
975,Bear,Sleeveless shirt,Whiskey,Sandals with socks,,
976,Bear,Worker,Vodka,Army boots,The Ushanka,
977,Bear,Hoodie,Vodka,The Lapti,Balaclava,
978,Bear,Medical uniform,Vodka,Slippers,The Ushanka,
979,Bear,Shirt with tie,Vodka,Sandals with socks,,
980,Bear,Worker,Vodka,Adidas,,
981,Bear,Medical uniform,Vodka,,,Kurt Cobain
982,Bear,Military,Vodka,Sandals with socks,,Love
983,Bear,Bathrobe,Vodka,Army boots,Golden chains,
984,Bear,Worker,Beer,Slippers,,Love
985,Bear,Shirt with tie,Beer,Felt boots,,
986,Bear,Astronaut,Tincture,Army boots,Scar,
987,Bear,Costume,Vodka,Slippers,,
988,Bear,Vest,Beer,Felt boots,,
989,Bear,Bathrobe,Tincture,Felt boots,Golden chains,
990,Bear,Fur coat,Vodka,Army boots,Balaclava,Love
991,Bear,Worker,Beer,Slippers,,Party
992,Bear,Bikini,Vine,The Lapti,The Ushanka,Love
993,Bear,Worker,Whiskey,Army boots,Balaclava,Black
994,Bear,Medical uniform,Vodka,,The Ushanka,
995,Bear,Costume,Vodka,Felt boots,The Ushanka,
996,Bear,Skin,Whiskey,The Lapti,,
997,Bear,Medical uniform,Beer,Slippers,,
998,Bear,Shirt with tie,Vodka,Sandals with socks,The Ushanka,Party
999,Bear,Hoodie,Vodka,,,Kurt Cobain
1000,Bear,Military,Vodka,The Lapti,Golden chains,Kurt Cobain
1001,Bear,Bathrobe,Vodka,Slippers,Scar,Party
1002,Bear,Bathrobe,Vodka,Army boots,The Ushanka,Black
1003,Bear,Medical uniform,Vodka,Felt boots,,
1004,Bear,Costume,Vodka,Army boots,Golden chains,Kurt Cobain
1005,Bear,Fur coat,Vodka,Army boots,,Love
1006,Bear,Worker,Vodka,Army boots,,
1007,Bear,Sleeveless shirt,Vodka,The Lapti,,
1008,Bear,Costume,Vodka,,Scar,
1009,Bear,Fur coat,Beer,Felt boots,,Love
1010,Bear,Hoodie,Vodka,,Golden chains,Kurt Cobain
1011,Bear,Worker,Beer,Felt boots,Scar,Black
1012,Bear,Shirt with tie,Vodka,The Lapti,The Ushanka,Love
1013,Bear,Medical uniform,Beer,Felt boots,Balaclava,
1014,Bear,Fur coat,Beer,Felt boots,,
1015,Bear,Military,Vodka,Felt boots,Scar,
1016,Bear,Shirt with tie,Vodka,The Lapti,,
1017,Bear,Bathrobe,Beer,The Lapti,Scar,
1018,Bear,Bathrobe,Vodka,The Lapti,,Love
1019,Bear,Hoodie,Beer,,,
1020,Bear,Bathrobe,Vodka,Slippers,The Ushanka,
1021,Bear,Military,Beer,,,Black
1022,Bear,Military,Vodka,The Lapti,Balaclava,
1023,Bear,Worker,Vodka,,,Party
1024,Bear,Worker,Whiskey,Army boots,,Black
1025,Bear,Bikini,Beer,Sandals with socks,,
1026,Bear,Fur coat,Beer,The Lapti,The Ushanka,
1027,Bear,Fur coat,Vodka,Sandals with socks,,Love
1028,Bear,Fur coat,Vodka,Felt boots,Golden chains,Black
1029,Bear,Skin,Tincture,,,
1030,Bear,Vest,Beer,Slippers,,Party
1031,Bear,Bathrobe,Beer,Army boots,,
1032,Bear,Costume,Vodka,,The Ushanka,
